travelCode,user_id,departure,arrival,flightType,flight_price,flight_duration,distance,agency,flight_date,hotel_name,hotel_place,days,hotel_base,total_hotel,check_in,company,user_name,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,totalDistance,fuelPolicy,bookingStatus,total_rent_price,total_price
117461,1164,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,07/23/2020,Hotel K,Salvador (BH),1,263.41,263.41,07/23/2020,Umbrella LTDA,John Brooks,male,39,Christopherside,Mooremouth,Luxury,Enterprise,3.0,99.0,Partial,Confirmed,3278.0,4852.79
117461,1164,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,07/23/2020,Hotel K,Salvador (BH),1,263.41,263.41,07/23/2020,Umbrella LTDA,John Brooks,male,39,South Danielle,New Samanthaview,Luxury,Avis,3.0,93.0,Prepaid,Confirmed,3132.0,4706.79
117477,1164,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,11-12-2020,Hotel BD,Natal (RN),1,242.88,242.88,11-12-2020,Umbrella LTDA,John Brooks,male,39,Johnsonview,North Markhaven,Hatchback,Enterprise,4.0,438.0,Full-to-Full,Cancelled,3921.0,4944.56
117724,1165,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,06/23/2022,Hotel Z,Aracaju (SE),1,208.04,208.04,06/23/2022,Umbrella LTDA,Shonna Humpherys,female,61,West Carriebury,New Stephen,Sedan,Budget,2.0,459.0,Prepaid,Confirmed,5069.0,6096.45
117745,1165,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,11/17/2022,Hotel K,Salvador (BH),3,263.41,790.23,11/17/2022,Umbrella LTDA,Shonna Humpherys,female,61,Timothybury,Burkeside,SUV,Avis,2.0,292.0,Partial,Confirmed,4125.0,5813.9
117849,1166,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,06/24/2021,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/24/2021,Umbrella LTDA,John Watson,male,32,Jeffreyberg,Port Michelle,Sedan,Avis,1.0,50.0,Partial,Confirmed,898.0,1464.01
117863,1166,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,09/30/2021,Hotel BP,Brasilia (DF),2,247.62,495.24,09/30/2021,Umbrella LTDA,John Watson,male,32,Port Chadhaven,West Kelly,Luxury,Avis,5.0,200.0,Prepaid,Confirmed,5578.0,7200.6
117885,1166,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,03-03-2022,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03-03-2022,Umbrella LTDA,John Watson,male,32,Sherryland,South Jamesmouth,Luxury,Budget,3.0,428.0,Prepaid,Pending,9836.0,10483.41
117928,1167,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,05/14/2020,Hotel AU,Recife (PE),1,312.83,312.83,05/14/2020,Umbrella LTDA,Richard Kiani,male,21,Calvinfort,New Tonyland,Luxury,Hertz,1.0,484.0,Partial,Pending,10666.0,11653.35
117932,1167,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,06-11-2020,Hotel Z,Aracaju (SE),1,208.04,208.04,06-11-2020,Umbrella LTDA,Richard Kiani,male,21,Reillystad,Port Josephtown,Luxury,Hertz,4.0,455.0,Full-to-Full,Confirmed,10547.0,12003.74
118040,1169,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,06/25/2020,Hotel Z,Aracaju (SE),1,208.04,208.04,06/25/2020,Umbrella LTDA,Edward Jablonski,male,50,Lake Holly,West Christopherville,SUV,Enterprise,2.0,358.0,Partial,Pending,4923.0,5950.45
118045,1170,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,10/17/2019,Hotel BP,Brasilia (DF),3,247.62,742.86,10/17/2019,Umbrella LTDA,William Henslee,male,62,Valenzuelaside,Lindsayland,SUV,Hertz,2.0,461.0,Full-to-Full,Confirmed,6128.0,7507.37
118070,1170,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,04-09-2020,Hotel BP,Brasilia (DF),3,247.62,742.86,04-09-2020,Umbrella LTDA,William Henslee,male,62,East Erin,West Rodneystad,Sedan,Avis,2.0,341.0,Partial,Confirmed,3866.0,5245.37
118073,1170,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,04/30/2020,Hotel K,Salvador (BH),4,263.41,1053.64,04/30/2020,Umbrella LTDA,William Henslee,male,62,Douglasberg,West Jonathan,Hatchback,Enterprise,4.0,234.0,Full-to-Full,Cancelled,2287.0,4971.39
118084,1170,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,07/16/2020,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/16/2020,Umbrella LTDA,William Henslee,male,62,Jonathanland,Chadside,SUV,Budget,5.0,112.0,Prepaid,Confirmed,2220.0,2939.58
118183,1170,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,06-09-2022,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06-09-2022,Umbrella LTDA,William Henslee,male,62,East Stacyland,Jacobmouth,Hatchback,Avis,1.0,458.0,Partial,Pending,3956.0,4522.01
118193,1170,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,08/18/2022,Hotel K,Salvador (BH),4,263.41,1053.64,08/18/2022,Umbrella LTDA,William Henslee,male,62,North Kristenside,Millstown,Hatchback,Avis,5.0,297.0,Partial,Pending,2876.0,5622.28
118197,1170,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,09/15/2022,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/15/2022,Umbrella LTDA,William Henslee,male,62,North Kendra,Chadmouth,Luxury,Avis,2.0,397.0,Prepaid,Confirmed,9090.0,10188.88
118208,1170,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,12-01-2022,Hotel K,Salvador (BH),4,263.41,1053.64,12-01-2022,Umbrella LTDA,William Henslee,male,62,Jasonview,Port Dalton,SUV,Sixt,4.0,77.0,Full-to-Full,Pending,1721.0,4405.39
118243,1172,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,04/16/2020,Hotel BD,Natal (RN),4,242.88,971.52,04/16/2020,Umbrella LTDA,Margaret Lee,female,21,Larsonport,East Seanburgh,SUV,Sixt,4.0,295.0,Full-to-Full,Pending,4310.0,6596.79
118253,1172,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,06/25/2020,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/25/2020,Umbrella LTDA,Margaret Lee,female,21,North John,Port Rachel,Luxury,Enterprise,1.0,415.0,Prepaid,Cancelled,9268.0,10123.96
118253,1172,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,06/25/2020,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/25/2020,Umbrella LTDA,Margaret Lee,female,21,North Joseph,Davidstad,SUV,Avis,3.0,165.0,Prepaid,Confirmed,2697.0,3552.96
118267,1172,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,10-01-2020,Hotel K,Salvador (BH),1,263.41,263.41,10-01-2020,Umbrella LTDA,Margaret Lee,female,21,Ashleyport,Lake Mark,SUV,Sixt,3.0,272.0,Partial,Cancelled,3947.0,5109.08
118275,1173,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,10/24/2019,Hotel BP,Brasilia (DF),1,247.62,247.62,10/24/2019,Umbrella LTDA,David Rave,none,29,Port Joan,Rollinsville,Hatchback,Hertz,2.0,232.0,Prepaid,Cancelled,2191.0,3565.98
118384,1173,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,11/25/2021,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/25/2021,Umbrella LTDA,David Rave,none,29,Hunterchester,New Danielland,SUV,Sixt,4.0,477.0,Full-to-Full,Pending,6527.0,7186.19
118409,1173,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,05/19/2022,Hotel Z,Aracaju (SE),4,208.04,832.16,05/19/2022,Umbrella LTDA,David Rave,none,29,South Larrymouth,West Andreabury,Hatchback,Hertz,2.0,444.0,Full-to-Full,Confirmed,3896.0,6310.26
118454,1174,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,02/27/2020,Hotel AU,Recife (PE),3,312.83,938.49,02/27/2020,Umbrella LTDA,Tamie Thompson,none,26,Jefferyside,Brianchester,Hatchback,Enterprise,5.0,351.0,Partial,Pending,3283.0,4896.01
118538,1175,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,02/13/2020,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/13/2020,Umbrella LTDA,Dora Vaughn,none,21,Wardshire,Carrollberg,SUV,Enterprise,3.0,375.0,Full-to-Full,Pending,5215.0,5920.11
118580,1175,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,12-03-2020,Hotel K,Salvador (BH),3,263.41,790.23,12-03-2020,Umbrella LTDA,Dora Vaughn,none,21,South Wesley,West Joshuachester,Sedan,Sixt,2.0,466.0,Full-to-Full,Pending,5113.0,7533.98
118580,1175,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,12-03-2020,Hotel K,Salvador (BH),3,263.41,790.23,12-03-2020,Umbrella LTDA,Dora Vaughn,none,21,Williamsshire,Patrickchester,SUV,Enterprise,1.0,83.0,Partial,Confirmed,1525.0,3945.98
118643,1176,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,01/30/2020,Hotel Z,Aracaju (SE),2,208.04,416.08,01/30/2020,Umbrella LTDA,Christopher Allred,male,31,West Christinemouth,South Shaunberg,SUV,Avis,1.0,346.0,Prepaid,Cancelled,4667.0,5962.18
118643,1176,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,01/30/2020,Hotel Z,Aracaju (SE),2,208.04,416.08,01/30/2020,Umbrella LTDA,Christopher Allred,male,31,New Cheryl,New Charlesside,Hatchback,Sixt,5.0,51.0,Full-to-Full,Confirmed,873.0,2168.18
118651,1176,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,03/26/2020,Hotel AU,Recife (PE),4,312.83,1251.32,03/26/2020,Umbrella LTDA,Christopher Allred,male,31,Jordanbury,Thomasstad,Luxury,Budget,5.0,218.0,Partial,Pending,5941.0,8110.98
118781,1176,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,09/22/2022,Hotel Z,Aracaju (SE),2,208.04,416.08,09/22/2022,Umbrella LTDA,Christopher Allred,male,31,New Robert,Davidside,Luxury,Sixt,1.0,402.0,Full-to-Full,Pending,9005.0,11003.18
118805,1177,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,01/30/2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/30/2020,Umbrella LTDA,Brenda Faulk,female,59,Mcphersonberg,West Seanborough,Hatchback,Sixt,4.0,214.0,Partial,Pending,2130.0,2779.06
118847,1177,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,11/19/2020,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/19/2020,Umbrella LTDA,Brenda Faulk,female,59,Sullivanshire,East Tiffany,SUV,Avis,2.0,218.0,Full-to-Full,Cancelled,3208.0,4186.1
118858,1178,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,12-05-2019,Hotel BW,Campo Grande (MS),1,60.39,60.39,12-05-2019,Umbrella LTDA,Matthew Sell,male,37,Davisport,Elizabethland,SUV,Avis,1.0,488.0,Partial,Confirmed,6389.0,6927.41
118860,1178,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,12/19/2019,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/19/2019,Umbrella LTDA,Matthew Sell,male,37,Lisaberg,Hansonfurt,Hatchback,Sixt,1.0,309.0,Prepaid,Confirmed,2737.0,3581.21
118902,1178,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,10-08-2020,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10-08-2020,Umbrella LTDA,Matthew Sell,male,37,Cortezmouth,Jodifurt,Hatchback,Avis,4.0,398.0,Partial,Pending,3597.0,4430.07
118935,1178,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,05/27/2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/27/2021,Umbrella LTDA,Matthew Sell,male,37,Edwardville,Fischertown,Sedan,Enterprise,1.0,271.0,Partial,Pending,3112.0,4400.85
118957,1179,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,11/21/2019,Hotel Z,Aracaju (SE),2,208.04,416.08,11/21/2019,Umbrella LTDA,Veronica Mcnear,female,43,New Lorrainetown,Williamsberg,Hatchback,Sixt,2.0,231.0,Partial,Cancelled,2187.0,3752.61
118989,1179,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,07-02-2020,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07-02-2020,Umbrella LTDA,Veronica Mcnear,female,43,Burgessville,East Yolandafort,Sedan,Budget,3.0,89.0,Partial,Pending,1426.0,2177.76
119035,1180,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,10/31/2019,Hotel AU,Recife (PE),4,312.83,1251.32,10/31/2019,Umbrella LTDA,Jessica Walden,none,28,New Andrew,West Sharon,Luxury,Avis,2.0,222.0,Full-to-Full,Confirmed,5588.0,7757.98
119037,1180,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,11/14/2019,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/14/2019,Umbrella LTDA,Jessica Walden,none,28,Aliciastad,Port Anthony,Sedan,Avis,5.0,491.0,Full-to-Full,Pending,5598.0,6317.58
119100,1181,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,04-09-2020,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04-09-2020,Umbrella LTDA,Melissa Livingston,none,65,Lake Seanstad,Brownport,Luxury,Enterprise,4.0,315.0,Full-to-Full,Confirmed,7715.0,8798.74
119130,1183,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,04-02-2020,Hotel K,Salvador (BH),2,263.41,526.82,04-02-2020,Umbrella LTDA,Robin Taylor,male,28,Port Richardside,Tiffanyton,SUV,Avis,1.0,181.0,Partial,Pending,2691.0,4910.46
119275,1184,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,03-05-2020,Hotel BW,Campo Grande (MS),4,60.39,241.56,03-05-2020,Umbrella LTDA,Nathaniel Mcmillian,none,39,Burnettmouth,North Anthony,Sedan,Enterprise,2.0,168.0,Full-to-Full,Confirmed,2163.0,3119.42
119332,1184,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,04-08-2021,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04-08-2021,Umbrella LTDA,Nathaniel Mcmillian,none,39,North Dennisland,East Lisa,Luxury,Enterprise,1.0,424.0,Full-to-Full,Cancelled,9462.0,10418.87
119338,1184,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,05/20/2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/20/2021,Umbrella LTDA,Nathaniel Mcmillian,none,39,Thomasmouth,West Jenniferville,SUV,Enterprise,5.0,97.0,Prepaid,Cancelled,2036.0,3013.58
119338,1184,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,05/20/2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/20/2021,Umbrella LTDA,Nathaniel Mcmillian,none,39,Lake Brianchester,Edwardhaven,Hatchback,Sixt,1.0,288.0,Partial,Confirmed,2604.0,3581.58
119397,1185,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,04/16/2020,Hotel AU,Recife (PE),1,312.83,312.83,04/16/2020,Umbrella LTDA,Andrew Neely,male,47,East Joannaborough,New Amanda,Hatchback,Hertz,4.0,460.0,Prepaid,Confirmed,4120.0,5725.12
119468,1185,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,08/26/2021,Hotel BP,Brasilia (DF),1,247.62,247.62,08/26/2021,Umbrella LTDA,Andrew Neely,male,47,East Richard,Lake Kristen,Sedan,Enterprise,3.0,109.0,Full-to-Full,Cancelled,1611.0,2985.98
119476,1185,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,10/21/2021,Hotel BD,Natal (RN),1,242.88,242.88,10/21/2021,Umbrella LTDA,Andrew Neely,male,47,Moniquebury,Danielsstad,Luxury,Sixt,3.0,413.0,Full-to-Full,Confirmed,9537.0,11165.37
119493,1185,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,02/17/2022,Hotel K,Salvador (BH),1,263.41,263.41,02/17/2022,Umbrella LTDA,Andrew Neely,male,47,East Jamie,Adrianbury,Luxury,Avis,5.0,72.0,Partial,Cancelled,3026.0,4920.16
119515,1186,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,11-07-2019,Hotel Z,Aracaju (SE),3,208.04,624.12,11-07-2019,Umbrella LTDA,Wilson Kellam,male,56,East Barbara,West Jameshaven,Luxury,Enterprise,3.0,136.0,Partial,Confirmed,3981.0,5484.22
119526,1186,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,01/23/2020,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/23/2020,Umbrella LTDA,Wilson Kellam,male,56,West Jaimehaven,East Jeffrey,Sedan,Enterprise,2.0,279.0,Prepaid,Cancelled,3279.0,3817.41
119544,1186,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,05/28/2020,Hotel AU,Recife (PE),3,312.83,938.49,05/28/2020,Umbrella LTDA,Wilson Kellam,male,56,West Tamara,Washingtonhaven,SUV,Hertz,3.0,196.0,Prepaid,Confirmed,3054.0,4687.79
119655,1187,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,04-02-2020,Hotel BP,Brasilia (DF),4,247.62,990.48,04-02-2020,Umbrella LTDA,Cody Foster,male,27,Lake Stephanie,Monicabury,Hatchback,Budget,2.0,278.0,Partial,Cancelled,2572.0,4377.03
119710,1188,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,05/21/2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/21/2020,Umbrella LTDA,Kim Firestine,none,42,West Jessicaberg,West Williamfort,Luxury,Hertz,5.0,370.0,Partial,Confirmed,8973.0,9890.75
119738,1188,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,12-03-2020,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12-03-2020,Umbrella LTDA,Kim Firestine,none,42,Deborahton,Katherinehaven,Sedan,Avis,5.0,347.0,Full-to-Full,Cancelled,4139.0,5180.09
119811,1188,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,04/28/2022,Hotel BP,Brasilia (DF),4,247.62,990.48,04/28/2022,Umbrella LTDA,Kim Firestine,none,42,Charlestown,Carolynmouth,SUV,Hertz,2.0,358.0,Full-to-Full,Pending,4910.0,6785.85
119840,1188,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,11/17/2022,Hotel BP,Brasilia (DF),2,247.62,495.24,11/17/2022,Umbrella LTDA,Kim Firestine,none,42,Cherylview,Hornehaven,SUV,Budget,3.0,481.0,Prepaid,Pending,6465.0,7515.25
119841,1188,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,11/24/2022,Hotel BP,Brasilia (DF),4,247.62,990.48,11/24/2022,Umbrella LTDA,Kim Firestine,none,42,Mariaport,Bethberg,Luxury,Avis,4.0,230.0,Prepaid,Confirmed,6010.0,8127.84
119843,1188,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,12-08-2022,Hotel BP,Brasilia (DF),3,247.62,742.86,12-08-2022,Umbrella LTDA,Kim Firestine,none,42,Lake Cody,Jimenezton,SUV,Enterprise,1.0,223.0,Partial,Cancelled,3200.0,5070.22
119853,1189,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,10/31/2019,Hotel AU,Recife (PE),4,312.83,1251.32,10/31/2019,Umbrella LTDA,Jame Weber,male,50,Woodsborough,Ortegaburgh,Luxury,Hertz,5.0,164.0,Prepaid,Confirmed,4864.0,6810.62
119867,1189,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,02-06-2020,Hotel BW,Campo Grande (MS),4,60.39,241.56,02-06-2020,Umbrella LTDA,Jame Weber,male,50,Hollandland,Scottland,Sedan,Budget,5.0,69.0,Prepaid,Cancelled,1379.0,2335.42
119904,1189,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,10/22/2020,Hotel AU,Recife (PE),3,312.83,938.49,10/22/2020,Umbrella LTDA,Jame Weber,male,50,North Roberthaven,Port Richardland,SUV,Hertz,1.0,256.0,Full-to-Full,Pending,3580.0,5437.15
119912,1189,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,12/17/2020,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/17/2020,Umbrella LTDA,Jame Weber,male,50,New Lisa,West Stephanie,Luxury,Enterprise,5.0,134.0,Partial,Cancelled,4248.0,5536.85
119925,1189,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,03/18/2021,Hotel K,Salvador (BH),2,263.41,526.82,03/18/2021,Umbrella LTDA,Jame Weber,male,50,Hannahland,North Regina,SUV,Avis,5.0,487.0,Partial,Cancelled,6713.0,8154.84
119925,1189,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,03/18/2021,Hotel K,Salvador (BH),2,263.41,526.82,03/18/2021,Umbrella LTDA,Jame Weber,male,50,New Kelly,Jamesberg,Hatchback,Enterprise,4.0,149.0,Partial,Confirmed,1606.0,3047.84
119928,1189,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,04-08-2021,Hotel K,Salvador (BH),2,263.41,526.82,04-08-2021,Umbrella LTDA,Jame Weber,male,50,Byrdstad,West Juliefurt,Hatchback,Hertz,4.0,126.0,Partial,Cancelled,1443.0,3662.46
119996,1190,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,07-09-2020,Hotel K,Salvador (BH),2,263.41,526.82,07-09-2020,Umbrella LTDA,Matthew Lewis,male,21,Brianachester,Lake Cynthia,Sedan,Hertz,4.0,456.0,Prepaid,Pending,5186.0,7343.57
119996,1190,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,07-09-2020,Hotel K,Salvador (BH),2,263.41,526.82,07-09-2020,Umbrella LTDA,Matthew Lewis,male,21,North Cameronville,Russellside,Hatchback,Sixt,4.0,476.0,Prepaid,Pending,4219.0,6376.57
119999,1190,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,07/30/2020,Hotel Z,Aracaju (SE),2,208.04,416.08,07/30/2020,Umbrella LTDA,Matthew Lewis,male,21,West Karen,Michaelhaven,Luxury,Budget,4.0,185.0,Full-to-Full,Confirmed,5115.0,6779.78
120025,1191,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,01-02-2020,Hotel AU,Recife (PE),4,312.83,1251.32,01-02-2020,Umbrella LTDA,Charles Plotkin,male,51,Lake Rachelburgh,Port Heather,Sedan,Hertz,2.0,421.0,Prepaid,Cancelled,4690.0,6615.84
120038,1191,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,04-02-2020,Hotel BP,Brasilia (DF),2,247.62,495.24,04-02-2020,Umbrella LTDA,Charles Plotkin,male,51,North Eric,Debraburgh,SUV,Hertz,5.0,196.0,Prepaid,Pending,3252.0,4834.42
120071,1191,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,11/19/2020,Hotel Z,Aracaju (SE),1,208.04,208.04,11/19/2020,Umbrella LTDA,Charles Plotkin,male,51,West Whitney,New Victorialand,Sedan,Avis,5.0,353.0,Partial,Pending,4225.0,5582.57
120232,1193,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,10-08-2020,Hotel BW,Campo Grande (MS),2,60.39,120.78,10-08-2020,Umbrella LTDA,Charla Knickerbocker,none,27,Josephstad,Amandatown,SUV,Sixt,1.0,50.0,Full-to-Full,Pending,1118.0,2188.36
120358,1194,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,10/17/2019,Hotel BP,Brasilia (DF),1,247.62,247.62,10/17/2019,Umbrella LTDA,Maria Jones,none,33,West Sean,Lake Julia,SUV,Enterprise,3.0,422.0,Prepaid,Pending,5745.0,6877.99
120377,1194,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,02/27/2020,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/27/2020,Umbrella LTDA,Maria Jones,none,33,South Matthew,South Heathertown,Hatchback,Hertz,3.0,465.0,Partial,Confirmed,4120.0,4955.64
120399,1194,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,07/30/2020,Hotel BD,Natal (RN),3,242.88,728.64,07/30/2020,Umbrella LTDA,Maria Jones,none,33,South Alicia,Derektown,SUV,Budget,2.0,435.0,Partial,Confirmed,5818.0,7273.59
120448,1195,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,05/14/2020,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/14/2020,Umbrella LTDA,Sandra Newsome,female,35,East Whitneyburgh,Port Sean,Hatchback,Avis,3.0,346.0,Partial,Cancelled,3161.0,3919.04
120455,1195,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,07-02-2020,Hotel AU,Recife (PE),4,312.83,1251.32,07-02-2020,Umbrella LTDA,Sandra Newsome,female,35,Port Arthur,Lake Devonbury,Sedan,Avis,2.0,256.0,Full-to-Full,Confirmed,3032.0,4957.84
120455,1195,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,07-02-2020,Hotel AU,Recife (PE),4,312.83,1251.32,07-02-2020,Umbrella LTDA,Sandra Newsome,female,35,Port Margaret,Lake Victoria,Hatchback,Sixt,2.0,101.0,Full-to-Full,Cancelled,1140.0,3065.84
120458,1195,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,07/23/2020,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/23/2020,Umbrella LTDA,Sandra Newsome,female,35,Williamborough,Samanthamouth,Sedan,Budget,2.0,95.0,Prepaid,Pending,1422.0,2027.25
